Species	t.non-ED.T1.All	p.vals.non-ED.T1.All	adj.p.vals.non-ED.T1.All	t.non-ED.T2.All	p.vals.non-ED.T2.All	adj.p.vals.non-ED.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.non-ED.T1.CEED	p.vals.non-ED.T1.CEED	adj.p.vals.non-ED.T1.CEED	t.non-ED.T2.CEED	p.vals.non-ED.T2.CEED	adj.p.vals.non-ED.T2.CEED	t.T1.T2.CEED	p.vals.T1.T2.CEED	adj.p.vals.T1.T2.CEED	t.non-ED.T1.ACUTE	p.vals.non-ED.T1.ACUTE	adj.p.vals.non-ED.T1.ACUTE	t.non-ED.T2.ACUTE	p.vals.non-ED.T2.ACUTE	adj.p.vals.non-ED.T2.ACUTE	t.T1.T2.ACUTE	p.vals.T1.T2.ACUTE	adj.p.vals.T1.T2.ACUTE
Weissella cibaria	1.513903419	0.131734319	0.23675364	2.369131929	0.019025798	0.059507815	0.911012434	0.365169321	0.784107868	-0.021822842	0.982650036	0.996273058	1.262095283	0.211087094	0.773735184	1.169684765	0.250766534	0.999967035	1.774925577	0.080786578	0.117542357	1.844035662	0.069349066	0.109594003	0.245239005	0.807438049	0.960998501
Weissella confusa	2.772574585	0.006122134	0.030360383	2.268453586	0.024801061	0.069747611	-0.046516777	0.963020378	0.988054791	1.065902934	0.289624681	0.854248311	1.249056683	0.216056221	0.774008543	0.299835792	0.766241493	0.999967035	2.69633695	0.008775903	0.023563511	1.950575652	0.055058305	0.092200681	-0.237653402	0.813278682	0.962769524
Weissella hellenica	0.95371599	0.341495677	0.467380687	1.376024468	0.170918204	0.264832485	0.722207163	0.472383511	0.822785193	1.001303531	0.319854351	0.8587007	0.952830934	0.344676961	0.835525809	-0.099324747	0.92150006	0.999967035	0.632460242	0.529238924	0.571833192	1.079529518	0.284107264	0.334265066	0.997765241	0.323975124	0.853998896
Weissella jogaejeotgali	2.540111194	0.011913429	0.046078525	3.635248398	0.000379623	0.005420052	1.400160613	0.16553445	0.695015529	1.858421185	0.066516888	0.685923843	3.508505242	0.000875784	0.169595603	2.033321549	0.050383792	0.999967035	1.676619462	0.09830432	0.137176854	1.82941361	0.071920187	0.112537275	0.189282954	0.850761686	0.971220243
Weissella koreensis	1.378199069	0.169852562	0.281803146	2.171499898	0.031582168	0.081833889	1.385962342	0.169811706	0.698114716	0.071502469	0.943170365	0.99102174	1.745614651	0.087264783	0.6398171	1.54476355	0.13223666	0.999967035	1.846515056	0.068834671	0.10312213	1.679199683	0.097608232	0.140842816	0.526014108	0.601580992	0.908109195
Weissella paramesenteroides	2.10090149	0.036985647	0.097935315	1.444163986	0.150614832	0.240689257	-0.382406847	0.703226935	0.915163581	2.424615822	0.017169019	0.476017164	1.429692099	0.157304793	0.721697712	-0.53386938	0.597121337	0.999967035	0.764255674	0.447415299	0.493522783	0.509375929	0.612226037	0.646813012	-0.092921045	0.926397881	0.983556719
Weissella soli	2.823514827	0.005302726	0.027886538	2.301812974	0.022889496	0.066039674	-0.486171393	0.628244571	0.886341806	1.876656172	0.065670418	0.685923843	2.116550204	0.038814863	0.536362305	-0.338372637	0.737292535	0.999967035	1.872070551	0.065941873	0.099783537	1.35191852	0.180657869	0.228203735	-0.363017188	0.718370517	0.935416464
Weissella sp. 26KH-42	0.966215722	0.335292227	0.461598973	1.359916417	0.175869326	0.270695573	0.852977973	0.396351779	0.789729724	-0.37912312	0.705637284	0.951694255	2.429361549	0.017785207	0.415781457	2.33482378	0.025987299	0.89158893	1.303318187	0.196160826	0.242119003	0.023445524	0.981359954	0.983568528	-0.426043091	0.672201585	0.923889282
Weissella sp. HDW19	0.037911615	0.969800644	0.980126604	0.117696096	0.90645561	0.926504948	0.871874197	0.386023073	0.788429646	-1.588992338	0.116520004	0.731645401	-0.689981058	0.49306419	0.878726968	0.69322978	0.493166612	0.999967035	1.097662889	0.276115419	0.324476364	0.749821647	0.45631388	0.501223823	0.542140962	0.590520061	0.906725728
Weissella viridescens	1.699200076	0.090991342	0.182179351	0.744485215	0.457795392	0.556280452	-0.684391656	0.495809636	0.834702961	1.134091726	0.259717793	0.85158483	1.750782111	0.084535968	0.638240581	0.534604518	0.596618662	0.999967035	1.451671738	0.150751967	0.194855682	0.067397083	0.946452618	0.952622899	-1.083777406	0.284503131	0.850407114
Wenyingzhuangia fucanilytica	1.928162386	0.055414464	0.127904316	2.447876549	0.015589814	0.052641668	0.597970915	0.551637133	0.856996497	0.88300145	0.380444331	0.876206662	0.855759019	0.39608448	0.862013978	4.16E-05	0.999967035	0.999967035	1.677388289	0.098223856	0.137098994	2.319985544	0.023307768	0.049641164	0.810361046	0.422195034	0.863720058
Wenzhouxiangella marina	2.000806038	0.047177538	0.115215678	1.58073884	0.116417246	0.199521139	-0.970439771	0.334905732	0.7714074	-0.455206556	0.650530273	0.941632966	0.269019342	0.789079906	0.958334681	0.504769228	0.617179533	0.999967035	3.395595665	0.00105949	0.007064479	2.518996066	0.014043543	0.036161234	-1.325809814	0.191903101	0.84843959
Wigglesworthia glossinidia	1.47875427	0.140882854	0.24709243	2.33615239	0.020712436	0.062376315	1.058390348	0.293229929	0.760154824	-0.383878595	0.702100404	0.950614871	1.170316509	0.245948545	0.788526229	1.164853365	0.252688851	0.999967035	2.478658693	0.016015178	0.035301778	2.465882886	0.016307549	0.039727334	0.32707202	0.745200334	0.946570882
Winogradskyella sp. J14-2	3.353142841	0.000968823	0.009733794	4.121400701	6.28E-05	0.001855946	2.09385046	0.039608011	0.61150368	1.648322256	0.102805615	0.705717369	1.456496781	0.150607051	0.711009331	0.092452412	0.926914985	0.999967035	3.060107334	0.003131669	0.012522169	4.131906006	9.80E-05	0.003147559	2.465556363	0.017747408	0.840366215
Winogradskyella sp. PC-19	1.874969507	0.062368062	0.138772492	2.473336371	0.014566501	0.050348639	1.957185912	0.053997933	0.629416	1.014069859	0.313372427	0.858137965	0.422674622	0.674309732	0.929548071	0.138419385	0.890776381	0.999967035	1.361288222	0.178516954	0.223848768	2.386309799	0.019950241	0.044829804	2.44631626	0.018597525	0.840366215
Winogradskyella sp. PG-2	1.362630983	0.174649474	0.287309089	1.445488042	0.150393419	0.240419271	0.559894291	0.577198108	0.864189893	-0.395454844	0.693378549	0.948588909	-0.316466285	0.752866669	0.947470992	-0.267298186	0.790954829	0.999967035	2.16840839	0.033098846	0.059381337	2.622739082	0.010665587	0.030948351	0.970641536	0.337155272	0.853998896
Winogradskyella sp. RHA_55	2.097129391	0.037347578	0.098597257	3.062081515	0.002592378	0.01691679	0.731246351	0.466877326	0.82134793	1.081197359	0.283768477	0.854248311	1.621259696	0.110825971	0.667722885	0.307214958	0.760670235	0.999967035	1.330283854	0.189085593	0.234846419	2.064678596	0.043349	0.077371143	0.711429227	0.48066011	0.870787561
Woeseia oceani	2.192627985	0.029743465	0.08505863	2.362392931	0.019436344	0.06009534	-0.283879566	0.777274628	0.942441173	0.82001769	0.415139693	0.886221962	1.032988027	0.305779913	0.816980795	0.027705897	0.978068789	0.999967035	2.155899564	0.034075839	0.060703049	2.234339228	0.028641179	0.057433685	-0.326292059	0.745786208	0.946635625
Wolbachia endosymbiont of Ctenocephalides felis	1.714565934	0.088105251	0.178263191	2.755618794	0.006576541	0.030344684	1.523489648	0.131786709	0.684292378	0.102259896	0.918818178	0.985476433	1.145017729	0.257257913	0.794080236	0.961575457	0.343473073	0.999967035	2.369773746	0.020684798	0.042082779	2.922944517	0.004730119	0.019624295	1.19081742	0.240257551	0.850407114
Wolbachia endosymbiont of Folsomia candida	3.230948619	0.001456866	0.012343383	3.442731638	0.000749175	0.007916189	0.934081514	0.353220171	0.780984366	1.068968881	0.288526516	0.854248311	1.509107814	0.137038285	0.694944147	0.63051942	0.532832216	0.999967035	2.813566752	0.006940663	0.020228738	2.916406074	0.00490244	0.019958408	0.680899829	0.499585325	0.873102997
Wolinella succinogenes	2.170461632	0.031224983	0.088050968	2.50117645	0.013368421	0.04772788	0.391779281	0.696317711	0.909769832	0.748581662	0.455982319	0.894984069	0.836950119	0.405998912	0.86371393	-0.121667113	0.903923491	0.999967035	2.176497856	0.033156781	0.059427729	2.580471871	0.012328179	0.033754969	0.52591044	0.601652406	0.908109195
Xanthobacter autotrophicus	1.847966492	0.066628035	0.145717639	1.859671288	0.065212969	0.13364322	-0.709313927	0.480300116	0.825220227	-0.319827273	0.750230178	0.958319425	0.407125802	0.685632588	0.929548071	0.314959092	0.754837381	0.999967035	2.862959688	0.005337895	0.017228817	2.469801556	0.015937862	0.039282765	-0.979295256	0.332911946	0.853998896
Xanthomonas albilineans	2.006814882	0.046404869	0.114072649	1.699994792	0.091224966	0.16868038	-0.8951625	0.373526617	0.786386718	-0.07089675	0.94365451	0.99102174	-0.789649313	0.432255368	0.867522115	-1.017128357	0.316721306	0.999967035	3.217384719	0.001853433	0.009468181	3.358711531	0.001256058	0.009687306	-0.433312282	0.666953924	0.923889282
Xanthomonas arboricola	2.592604792	0.010444879	0.042312419	3.211239914	0.001663864	0.0129294	0.338414569	0.735983929	0.927230818	0.415964097	0.678878039	0.944221593	1.703005652	0.095063016	0.651492288	1.346193124	0.187699792	0.999967035	2.915844647	0.004578555	0.01557381	2.832147478	0.00599217	0.022055949	-0.52280341	0.603794616	0.908109195
Xanthomonas campestris	1.269238892	0.206007027	0.32399181	0.998175183	0.319745001	0.423835611	-0.569482013	0.57070849	0.863354719	-0.507408119	0.613034501	0.93863077	0.220244521	0.826432488	0.967124779	0.472219465	0.639974701	0.999967035	2.630367994	0.010196345	0.026043791	2.085547457	0.040603707	0.073557824	-0.936200308	0.354398494	0.853998896
Xanthomonas cassavae	1.357882544	0.176244792	0.288787899	1.715121456	0.088279164	0.164318686	-0.066222596	0.947374504	0.984584983	0.165633811	0.868861792	0.977416024	-0.772974751	0.442399929	0.869417869	-1.757262956	0.088437999	0.999967035	2.153439632	0.034270505	0.060893691	3.444326122	0.000978812	0.008690477	0.769930527	0.445550442	0.866663064
Xanthomonas citri	4.068084507	7.37E-05	0.002017193	2.658003587	0.00884042	0.036820126	-2.112829377	0.037898898	0.60700895	2.440240303	0.017221531	0.476017164	0.992106759	0.325991969	0.825530735	-1.361554506	0.182848656	0.999967035	3.760211379	0.000317987	0.004053606	3.063090966	0.003083501	0.015384292	-1.637683799	0.108786097	0.84843959
Xanthomonas cucurbitae	1.240818425	0.216422193	0.336562549	1.126542823	0.26202194	0.365817117	-0.559006109	0.57780108	0.864431272	0.952312228	0.344944344	0.869841404	0.629984938	0.531903231	0.884816851	-0.452704909	0.6538157	0.999967035	1.457573232	0.14919696	0.193430536	1.494519587	0.139436276	0.186401173	-0.366952884	0.715453879	0.935416464
Xanthomonas euvesicatoria	1.989566687	0.048161478	0.116687661	2.918669798	0.004024325	0.022086659	0.530149569	0.597553785	0.876042062	0.621330872	0.536347547	0.922269479	1.742637303	0.087047164	0.6398171	1.606732065	0.117937346	0.999967035	1.824022024	0.072683719	0.107684671	2.126148001	0.037819872	0.070114358	-0.572320698	0.570085098	0.902677878
Xanthomonas fragariae	5.135622612	8.13E-07	9.83E-05	4.198348512	5.11E-05	0.001687962	-1.492337278	0.13975042	0.684292378	2.389200856	0.020183308	0.500234324	1.220696927	0.228819982	0.778249384	-1.419994323	0.165279172	0.999967035	4.387796061	3.62E-05	0.002098769	4.366566668	4.19E-05	0.002331516	-0.716964527	0.477272563	0.870787561
Xanthomonas hortorum	1.740630963	0.083385631	0.171080597	0.981665793	0.327805763	0.431331542	-1.485928531	0.14143466	0.684292378	0.776511894	0.439667514	0.890069634	-0.323014191	0.747765152	0.946513042	-2.363839827	0.02432388	0.883950468	2.465597751	0.016018547	0.035301778	2.22431502	0.02926506	0.058320259	-0.311681971	0.756788475	0.947149157
Xanthomonas hyacinthi	0.69601795	0.48737101	0.604240035	-0.811382273	0.41844091	0.52052251	-2.041426698	0.044679633	0.614277518	-1.14882997	0.254578469	0.849818095	-0.435301024	0.665209054	0.925415314	0.360270342	0.721012139	0.999967035	2.386740118	0.019399958	0.04042931	0.410365462	0.682851274	0.712997817	-2.596858154	0.012826775	0.752666953
Xanthomonas oryzae	-1.166770658	0.244934182	0.367533527	-0.565272385	0.57273836	0.655670194	0.364442999	0.716539299	0.922124687	-2.980665017	0.003930164	0.283664219	-0.640814146	0.524285292	0.884816851	1.858643786	0.07229652	0.999967035	1.668934731	0.098979121	0.137865733	1.058523924	0.293370828	0.343491692	-0.839268079	0.405960759	0.859547548
Xanthomonas phaseoli	0.802928674	0.423117501	0.543491349	2.191952521	0.029893655	0.078780907	1.329316568	0.187720211	0.704965496	-0.808770962	0.421371866	0.889368981	-0.088876749	0.929498068	0.984216091	0.402671852	0.689867163	0.999967035	1.984940707	0.050578122	0.081518366	3.443175196	0.000981264	0.008690614	1.422506335	0.162093548	0.84843959
Xanthomonas sacchari	1.772216884	0.078336115	0.163619739	1.534901404	0.127263934	0.213180514	-0.742273337	0.460209718	0.818319385	-0.345729107	0.730749571	0.958209274	0.371488209	0.711952861	0.937000566	0.428391182	0.671236189	0.999967035	3.087256463	0.002758626	0.011713096	2.392471659	0.019393416	0.0439774	-1.083419936	0.284659898	0.850407114
Xanthomonas translucens	3.45456911	0.000693279	0.007945328	2.4553328	0.015270359	0.051935026	-1.341577298	0.183728098	0.702463343	1.603990153	0.113164674	0.724618962	0.787042698	0.43513898	0.867522115	-1.050852456	0.301197852	0.999967035	3.115923036	0.002591953	0.011256873	2.663017891	0.009708645	0.029454502	-0.912964999	0.366351586	0.853998896
Xanthomonas vasicola	1.572927788	0.117713738	0.219106818	2.073963294	0.039897674	0.095768126	-0.282080451	0.77864855	0.942490142	-0.507222989	0.613771418	0.93863077	0.126378187	0.899937349	0.977874565	0.475438141	0.637704186	0.999967035	2.691804347	0.008651224	0.02340969	3.03513622	0.003377293	0.015975314	-0.583176691	0.562820663	0.900288888
Xanthomonas vesicatoria	2.642860224	0.008977471	0.038429581	1.691673434	0.092879413	0.170887235	-1.450080898	0.151150462	0.695015529	0.485906898	0.628642514	0.939291646	0.095908297	0.923954341	0.982518597	-1.109937239	0.275297496	0.999967035	3.749723553	0.000340253	0.004129102	2.916329437	0.004728113	0.019624295	-1.043614286	0.302495731	0.850407114
Xenorhabdus bovienii	1.225267529	0.222101153	0.343200824	2.445813079	0.015705596	0.052872588	1.046514689	0.298640448	0.762122845	-0.384831023	0.701435785	0.950289654	1.408783156	0.164214356	0.72988343	2.027559347	0.05100144	0.999967035	3.119143434	0.002506264	0.011070044	3.193900134	0.002159902	0.012743883	0.161125439	0.872749255	0.975976608
Xenorhabdus doucetiae	3.098254836	0.002243651	0.016169697	2.125590529	0.035038665	0.088199682	-1.017857591	0.311974996	0.767194283	0.481469748	0.631242829	0.939291646	8.11E-05	0.999935551	0.999935551	-0.560771677	0.578858901	0.999967035	3.75517115	0.000378548	0.004284832	3.052150022	0.003270447	0.015682232	-0.846171688	0.402141485	0.859063901
Xenorhabdus hominickii	1.874974551	0.06247789	0.138900844	3.116026162	0.002224936	0.015285777	1.752517147	0.083717971	0.658891444	0.841747668	0.402333449	0.880952192	1.479704114	0.144501766	0.706263013	0.66360461	0.511696354	0.999967035	2.337558246	0.021850398	0.043866075	3.38775311	0.001152259	0.009370945	1.635034534	0.109342462	0.84843959
Xenorhabdus nematophila	1.431718802	0.154040496	0.260943943	4.601727842	8.84E-06	0.000595885	2.984433095	0.003819476	0.265382153	-0.439216629	0.662054728	0.941632966	1.855652569	0.06834641	0.613806152	1.721863183	0.09474911	0.999967035	3.914087428	0.000186937	0.003411157	6.054722949	6.04E-08	0.000177475	2.428455732	0.019419514	0.842902568
Xenorhabdus poinarii	3.143926265	0.001936252	0.01475999	2.183592844	0.030445596	0.079706369	-0.791131925	0.431329062	0.802657279	1.127431994	0.26274713	0.85158483	0.067332451	0.946549827	0.988777511	-0.90405191	0.372723865	0.999967035	2.497367166	0.015486365	0.034567556	2.319741266	0.023918818	0.050471068	-0.274124335	0.785301683	0.953825777
Xylanimicrobium sp. FW10M-9	0.586627851	0.558235824	0.66695501	1.361967611	0.175221591	0.270023553	0.512630624	0.609696462	0.880045968	-0.354813013	0.723885587	0.958209274	1.045876426	0.299995983	0.816980795	1.619011237	0.115260278	0.999967035	1.331588047	0.186875117	0.23272505	1.306857225	0.195584823	0.243244674	-0.180183732	0.857854823	0.972179726
Xylanimonas allomyrinae	1.468915424	0.143759741	0.250553979	0.198846949	0.842667135	0.876411665	-2.103250689	0.038753325	0.60881669	-0.025119152	0.980032474	0.995878285	-0.306590379	0.760312355	0.94942631	-1.022709474	0.31411496	0.999967035	2.452502562	0.016321354	0.035770538	1.224926027	0.224595635	0.273330969	-1.835001761	0.073428965	0.84843959
Xylanimonas cellulosilytica	2.40850036	0.017125947	0.05886581	2.825074861	0.005380653	0.026691558	-0.312902365	0.755211876	0.932888638	0.205084062	0.83820866	0.972403296	0.392803357	0.69609494	0.93047034	-0.594796809	0.55616211	0.999967035	3.273983536	0.001601921	0.008789853	3.738005403	0.000391911	0.005631927	-0.057390547	0.954499958	0.988947618
Xylella fastidiosa	0.63499853	0.526265688	0.640460849	0.379301871	0.705006531	0.766215545	-0.280635267	0.779752699	0.942490142	-0.640870475	0.524057099	0.91792443	-0.149480127	0.881779206	0.972930059	0.387511459	0.700943195	0.999967035	1.334545259	0.186745293	0.232615495	0.782643042	0.436800563	0.481980847	-0.77595269	0.442024037	0.866663064
Xylella taiwanensis	0.806945686	0.420746615	0.541320247	0.659209707	0.510697072	0.601629686	-0.246151859	0.806228272	0.949569133	-1.562869446	0.121845812	0.744196728	-0.649578774	0.51832228	0.884783078	0.505683044	0.616544972	0.999967035	2.580010572	0.011804514	0.028814661	1.992451667	0.050326459	0.086465056	-0.70243384	0.48619401	0.870787561
Xylophilus sp. KACC 21265	3.552133126	0.000496726	0.006527972	3.349065566	0.001023421	0.009576047	-1.06806251	0.288873178	0.75556609	1.276636204	0.205377031	0.814183693	0.743257271	0.460442765	0.870512078	-0.611877267	0.54494221	0.999967035	3.769220633	0.000310448	0.004048605	4.08417733	0.000119502	0.003337662	-0.872587724	0.387734491	0.859063901
Yangia pacifica	2.615207167	0.009796975	0.040782564	2.399519534	0.017760843	0.057459117	-1.0410809	0.301138598	0.764522933	0.454399391	0.651109594	0.941632966	-0.094530475	0.925063307	0.98294164	-1.026039132	0.312567087	0.999967035	3.107410286	0.002602091	0.011270928	3.623880341	0.000537771	0.006511833	-0.605458299	0.548057013	0.895055359
Yangia sp. CCB-MM3	2.334223344	0.020818879	0.06707466	2.313231139	0.022296229	0.065032222	-0.069938432	0.944426364	0.984584983	0.197650029	0.843890008	0.973149447	1.188437007	0.240676641	0.785851703	1.188610948	0.243339186	0.999967035	2.727867283	0.007815173	0.021948828	2.16085191	0.034034391	0.064737557	-0.652695427	0.517427125	0.878930306
Yarrowia lipolytica	1.986197133	0.048595629	0.117177659	1.34180454	0.181869031	0.276787533	-1.060591799	0.29223437	0.75863551	0.072630306	0.942326782	0.99102174	-0.025952328	0.979404504	0.995707012	-0.347714637	0.730331365	0.999967035	3.122191776	0.002550284	0.011155655	2.521793153	0.013926358	0.036068359	-1.060524601	0.294826693	0.850407114
Yersinia aldovae	1.014206083	0.31181755	0.438643873	2.057519162	0.041222159	0.097581659	0.255572789	0.798971155	0.947429206	-0.029803756	0.976297944	0.995492277	0.213732436	0.831423176	0.967484847	-0.146212717	0.884670679	0.999967035	1.925589311	0.057861984	0.090138377	3.124734551	0.002612854	0.01402511	0.408009284	0.685291393	0.927240796
Yersinia aleksiciae	0.852238301	0.395235837	0.517728207	0.42485538	0.671540216	0.739494343	-1.163326102	0.248336717	0.736671481	0.001799892	0.998569227	0.999445619	-1.113518669	0.269780613	0.801411356	-1.50581294	0.141923559	0.999967035	0.737950473	0.462977106	0.508341911	0.981596653	0.329799296	0.379665387	-0.285824872	0.776384709	0.951153079
Yersinia canariae	3.758958392	0.000227546	0.004014921	3.447814459	0.000714954	0.007841764	0.528089503	0.598975824	0.876753634	1.564006111	0.121116598	0.742978816	1.656169437	0.102728189	0.65741703	0.463923969	0.64584276	0.999967035	2.988282643	0.004203116	0.014757391	2.677405437	0.009699711	0.029445374	0.298200391	0.766986439	0.948911672
Yersinia enterocolitica	0.003598124	0.997133049	0.998210642	1.492503747	0.137623718	0.225637943	1.131007431	0.261608387	0.741563712	-0.455771507	0.649727484	0.941632966	0.017386713	0.986178993	0.996455875	0.364472088	0.717903057	0.999967035	0.806702576	0.422348975	0.468078884	2.196233093	0.031317689	0.061225366	1.08259453	0.285022106	0.850407114
Yersinia entomophaga	2.780770971	0.005984386	0.029993565	0.534077072	0.594045902	0.672582425	-2.968384793	0.004002465	0.265382153	0.857659525	0.393774439	0.878196122	-0.853428127	0.397186671	0.863108606	-2.625888939	0.01314727	0.816882224	3.20140539	0.002077948	0.010016684	1.953337569	0.055193718	0.09237178	-1.829223818	0.074306034	0.84843959
Yersinia frederiksenii	2.167027994	0.031662715	0.088700288	2.281378455	0.024084492	0.068259111	0.874362288	0.384675674	0.788429646	-0.698416485	0.487194595	0.905022579	1.106794189	0.273046266	0.80172362	1.9850364	0.055768177	0.999967035	3.046076984	0.003175656	0.012616367	2.160685326	0.034049777	0.064744666	-0.344583965	0.732086852	0.938453044
Yersinia hibernica	2.272849074	0.024193103	0.074372382	2.263881757	0.025028811	0.070145628	0.053263026	0.957662098	0.986961977	0.917744972	0.36182421	0.875514431	1.024628768	0.310650447	0.818679556	0.2781752	0.782667447	0.999967035	2.046479367	0.044898606	0.074203525	2.046606965	0.044987712	0.079479244	-0.149479249	0.881874387	0.976639594
Yersinia pestis	2.276447061	0.023952315	0.073909754	5.134248742	7.60E-07	0.000114124	3.062930367	0.00303102	0.237273393	1.26360222	0.210247851	0.818634077	3.73349117	0.00035138	0.106427868	2.554402695	0.015597877	0.829224973	1.525521303	0.132263348	0.17548811	2.956663042	0.00494465	0.020040343	1.773268924	0.083267105	0.84843959
Yersinia pseudotuberculosis	-0.519861401	0.603810007	0.705828852	0.270349932	0.787301676	0.831834437	0.085549449	0.932049558	0.981867219	-1.40559292	0.164583985	0.794843766	-1.77627364	0.081519239	0.631916217	-0.764881493	0.449946467	0.999967035	1.189677515	0.238174727	0.285727419	2.197755538	0.031201032	0.061061739	0.694958208	0.490819977	0.870787561
Yersinia rohdei	1.346545034	0.179907858	0.293319999	1.377276089	0.170403493	0.264258542	-0.31515191	0.753510012	0.931965789	-0.583569278	0.56116087	0.924613094	-0.67440124	0.502540425	0.880636033	-0.332219838	0.741889684	0.999967035	2.431021333	0.017359694	0.037310587	2.698126975	0.008823215	0.027768645	-0.156959045	0.876011801	0.976608064
Yersinia ruckeri	-0.016079062	0.98718842	0.992166291	0.531867821	0.595580591	0.673771	0.424506326	0.672395918	0.90522132	-0.681441608	0.497684033	0.906169525	0.620615382	0.537054516	0.886877811	0.830041137	0.412665321	0.999967035	0.682884068	0.497285464	0.540988963	0.451600245	0.652979344	0.68528308	-0.078592371	0.937721458	0.98616005
Yersinia similis	3.044219611	0.002677818	0.018150379	3.309628504	0.001142336	0.010103847	0.167575146	0.867362633	0.967177481	1.389941337	0.168686284	0.795813791	2.523475203	0.013672499	0.395790373	1.287536589	0.207141739	0.999967035	2.837349907	0.005920595	0.018276554	2.433020173	0.017736282	0.041664521	-0.583401858	0.56267048	0.900288888
Yersinia sp. KBS0713	2.697901296	0.007635368	0.035043252	2.039598698	0.043126878	0.100543913	-0.247670615	0.805057177	0.948994229	2.037083299	0.045443676	0.627802389	1.931830669	0.058409393	0.585537031	0.4927848	0.625529192	0.999967035	1.268737828	0.209062394	0.255786694	0.657735295	0.512985272	0.555134763	-0.612074862	0.543711365	0.892746755
Yokenella regensburgei	-1.154796667	0.249748789	0.372545295	1.230222406	0.220414797	0.320697759	2.201861995	0.030708643	0.568837961	-2.243976725	0.027656023	0.522830535	1.059299191	0.292954654	0.813714128	3.132455779	0.003693154	0.580403916	0.43021462	0.668207575	0.702325587	1.19873388	0.234664251	0.28341241	0.451378972	0.653984803	0.922428455
Yoonia vestfoldensis	2.400955572	0.017434164	0.059556905	1.292119508	0.198354728	0.295802408	-1.727266329	0.088182023	0.6618525	0.402181973	0.688697696	0.947236843	0.313322671	0.755191596	0.947840652	-0.310370836	0.758291496	0.999967035	2.968529061	0.003932257	0.014182663	1.807712762	0.074837379	0.116121203	-1.803144528	0.078375771	0.84843959
